award number,published_year,investigators
0302676,2003,"Brush,Stephen|Ustin,Susan"
8309557,1983,"Meade,Melinda"
9506344,1995,"Liu,Kam-biu"
9811142,1998,"Staeheli,Lynn"
0623482,2006,"Jankowski,Piotr"
9112658,1992,"Magilligan,Francis"
7825706,1979,"Natowicz,Frank|Cox,Kevin"
0354499,2004,"Wood,Andrew"
8419923,1985,"Odland,John"
0549789,2005,"Lobben,Amy"
8507880,1985,"Clark,William A"
0422976,2004,"Kuhn,Randall|Silvey,Rachel"
9121398,1992,"Cerveny,Randall"
8816259,1989,"Haggerty,Stephen"
0514229,2004,"O'Lear,Shannon"
8708096,1987,"Teitz,Michael"
9014554,1990,
9452349,1994,"Renwick,William|Medley,Kimberly|Klink,John|Young,Cyrus"
0825621,2008,"Howard,Douglas|Luzzadder-Beach,Sheryl"
8016384,1980,"Adams,John|Kasakoff,Alice"
0926973,2009,"Bush,Mark"
8205961,1982,"Hewings,Geoffrey J"
9016597,1991,"Burpee,C. Gaye|Pierce,Francis"
0351899,2004,"Myint,Soe Win"
9600486,1996,"Hession,William"
9510869,1995,"Ellis,G.|Goodfriend,Glenn"
9986386,2000,"Anderson,William|Lakshmanan,T."
9104490,1991,
9103501,1991,
0078557,2000,"Pope,Gregory|Feng,Zhaodong"
0928705,2009,"Pierce,Andrew|Taylor,Alan"
8501531,1985,"Ermentrout,G. Bard"
9975126,1999,"White,Michael"
0823197,2008,"Sneddon,Christopher"
9050204,1990,"Hill,A. David"
0526314,2005,"Shuman,Bryan"
0617116,2006,"de Souza,Anthony"
7817048,1979,"Heusser,Calvin"
9012916,1990,"McLafferty,Sara"
0743351,2008,"Kulakowski,Dominik"
7509626,1975,"Pitts,Forrest|Henthorn,William"
0200619,2001,"Cutter,Susan|Wilbanks,Thomas|Richardson,Douglas"
9528766,1995,"Florida,Richard"
0242339,2003,"Bishop,Michael|Shroder,John"
9005861,1990,"Rebertus,Alan|Veblen,Thomas"
9515319,1996,"Rhoads,Bruce|Thorn,Colin"
0541480,2006,"Sherriff,Rosemary"
0082460,2000,"Dixon,John"
0101016,2001,"Sheppard,Eric"
9303346,1993,"Tinker,Irene"
9703624,1997,"Vale,Thomas"
9903076,1999,"Simek,Jan"
7905395,1979,"Platt,Rutherford"
0752657,2008,"Zhang,Tonglin"
8922849,1990,
7818132,1978,"Adams,John"
9150829,1991,"Nash,Jeffrey|Hobbs,Elizabeth|Green,Charles|Schultz,Margaret"
7681032,1977,"Good,Charles"
8722477,1988,"McConnell,James"
8619504,1987,"Jones,Richard"
8218571,1983,"Miller,Gary"
9100492,1991,"Moriarty,Barry"
8911770,1989,"Clark,William A"
9811147,1998,"Raitz,Karl|Roberts,Susan"
9024278,1991,"Densham,Paul"
8521344,1986,"Sherman,Douglas"
8616884,1987,"Reynolds,David"
0741636,2007,"Kaiser,Robert"
9506542,1995,"Beyers,William"
0620384,2006,"Arima,Eugenio|Walker,Robert"
68Y3998,1968,
7826767,1979,"Moellering,Harold"
9321119,1994,"Goodchild,Michael"
8006983,1980,"Glickman,Norman"
7726793,1978,"Chapman,Murray"
0352008,2004,"Chapman,Lauren|Southworth,Jane|Chapman,Colin|Binford,Michael|Goldman,Abraham"
9874837,1999,"Bridge,Gavin"
9205339,1992,"Soja,Edward"
8657014,1987,"Dorn,Ronald"
8506843,1985,"Chiu,Yam|Davidson,Gerald"
0136847,2002,"Dahlman,Carl"
0414033,2004,"Rissler,Leslie"
0079077,2000,"Gopal,Sucharita|Kolaczyk,Eric"
7718264,1977,"Anas,Alex"
0000293,2000,"Parker,Kathleen"
0455052,2005,"Gillespie,Thomas"
8713323,1987,"Dueker,Kenneth"
0087842,2001,"Street,Robert|Kitanidis,Peter"
0927850,2009,"Morgan,John|Steinberg,Philip"
0101245,2001,"Stahle,David"
0220976,2002,"Bartlein,Patrick"
9022200,1991,"Frees,Edward"
0522230,2005,"Renschler,Christian"
9511108,1995,"Morrison,Andrew"
0101052,2001,"Fainstein,Susan"
9014535,1990,"Gaile,Gary L."
9218206,1992,"Skorin-Kapov,Jadranka|Skorin-Kapov,Darko"
9308394,1993,"Horowitz,Joel|Thill,Jean-Claude"
9212216,1992,"Wilson,John|Swearingen,Will"
8004413,1980,"Henderson,Floyd"
8950870,1989,"Foust,James Brady"
9604833,1997,"Graumlich,Lisa"
0637256,2007,"Senft,Richard"
7727362,1978,"Shapiro,Perry|Huff,James|Smith,Terence|Clark,William A"
8915659,1989,"Nava,Kathryn|Bennett,Charles"
0903025,2009,"Ritterbusch,Amy|Price,Patricia"
0400559,2003,"Griffith,Daniel"
8302733,1983,"Smith,Terence"
9711760,1997,"Beyers,William"
9355034,1993,"Palmer,Stephen"
8712700,1987,"Elliott-Fisk,Deborah"
7819706,1978,"Berry,Brian J"
9978209,1999,"Goodchild,Michael|Hill,Linda"
0921507,2009,"Goldman,Mara"
9970196,1999,"Craddock,Susan|Oppong,Joseph|Kalipeni,Ezekiel"
0241705,2004,"Darmody,Robert|Thorn,Colin"
7818360,1979,"Gould,Peter"
9307607,1993,"Swetnam,Thomas"
8024542,1981,"Jensen,Robert"
9906771,1999,"Maguire,Lynn|Lind,E. Allan"
9981161,2000,"Travis,David|Anderson,Steven|Johns,P.|Ghosh,Sibdas|Traore,Hassimi"
9631420,1996,"Terwilliger,Valery"
9514971,1996,"Odland,John"
7807416,1978,"White,Stephen"
8617154,1987,"Heusser,Calvin"
8015084,1980,"Reynolds,David"
0604401,2006,"Zhang,Tingjun"
9352401,1993,"Sherman,Robert|Erickson,Rolfe|Baker,Bryan"
9906888,1999,"Mitchell,Donald"
0724964,2007,"Griffith,Daniel|Tiefelsdorf,Michael"
9527559,1995,"Upton,Dell"
9406596,1994,"Lawson,Victoria"
0085224,2001,"Schwartz,Mark"
9200292,1992,"O'Kelly,Morton"
8106979,1981,"Smith,Tony"
8120667,1982,"Hansen,Niles"
9907952,1999,"Manson,Steven|Turner,B."
8805387,1988,"Usselman,Thomas"
9422849,1995,"Sprague,John"
8519342,1986,"Danielson,Michael|Wolpert,Julian"
8211149,1983,"Smith,Tony"
8016418,1980,"Hance,William"
9996013,1998,"Pavlowsky,Robert|Lecce,Scott"
0327288,2003,"Watts,Michael"
9213378,1992,"Atkinson,Joseph|Abrahams,Athol"
9212057,1992,"Fossett,Mark|Cohn,Samuel"
0078734,2000,"Leinbach,Thomas"
0850830,2009,"Forman,Steven"
8820408,1989,"Hansen,Niles"
9809798,1998,"Orvis,Kenneth|Clark,G. Michael|Horn,Sally"
0949525,2010,"Sax,Dov"
9709456,1997,"Pickles,John"
0643322,2007,"Torrens,Paul"
9216667,1992,"Pickett,Steward T. A.|McDonnell,Mark|Groffman,Peter|Likens,Gene"
8811722,1988,"Sheppard,Eric"
7906394,1979,"Sternberg,Hilgard"
8912868,1989,"Cowart,James"
0719158,2008,"Ward,Beverly|Kusenbach,Margarethe"
9412302,1994,"Staeheli,Lynn"
0423900,2004,"Goldstein,Harvey|Feser,Edward"
8507918,1986,"Welch,Ronald"
9103980,1991,"Lambert,Dean|Doolittle,William"
0728236,2007,"Tague,Christina"
0402271,2004,"Secor,Anna"
9510065,1995,"Fredlund,Glen"
8712067,1987,"Willmott,Cort|Burt,James"
7521898,1975,"Rapkin,Chester"
8614255,1986,"Hirsch,Paul|Abrahams,Athol"
9731056,1998,"Starr,Harvey"
7802246,1978,"Kuchler,A.William"
8908941,1989,"Franklin,Janet"
0726446,2007,"Ray,Isha"
9907135,1999,"Fainstein,Susan"
0849959,2009,"Sui,Daniel"
9310969,1993,"Fogel,Marilyn"
9752794,1998,"Kuby,Michael|Gober,Patricia"
8821415,1989,"Johnson,William"
8310096,1983,"Isaac,Robert"
8922062,1989,"Fritz,Lawrence W."
9207169,1992,
0000248,2000,"Wolch,Jennifer"
0845129,2009,"Shuman,Bryan"
0105929,2001,"Townsend,Philip"
8602958,1986,"Ballard,Dana"
7035278,1970,
8507193,1985,"Busenberg,Stavros"
0926198,2009,"Faubion,Charles|Jarosz,Lucy"
0553086,2006,"Heine,Reuben"
9296104,1992,"Graham,David"
9451413,1994,"DeJong,Michael|Meierotto,Richard|Kaplan,David|Werner,Robert"
0924369,2009,"Weiss,Peter|Livingston,Jack|Snow,Julie"
0927173,2009,"Baird,Timothy|Leslie,Paul"
7925038,1979,"Rees,John"
0826012,2008,"Elliott,Grant|Kipfmueller,Kurt"
8909730,1989,"de Palma,Andre"
0096916,2001,"Parker,Gary"
8922033,1990,"Liu,Kam-biu"
7246136,1972,
9714347,1997,"Brown,Daniel"
9810655,1998,"Jones,John|Natter,Wolfgang|Schein,Richard"
8219170,1983,"Getis,Arthur"
8308263,1983,"Tilly,Charles"
8302704,1983,"Church,Richard"
0752183,2008,"Foulkes,Matthew|Larsen,Soren"
8160611,1981,"Baumann,Paul"
8100598,1981,"Weitz,Charles"
0503334,2005,"Liu,Kam-biu"
0921950,2009,"Wright,Dawn"
0902886,2009,"Bou Akar,Hiba|Roy,Ananya"
9205522,1992,
7909370,1979,"Berry,Brian J"
68W3117,1968,
8951119,1989,"Pitzl,Gerald"
9096192,1990,"Brown,Peter|Moomaw,William"
1003871,2010,"Wedding,Lisa|Jorgensen,Stacy"
9710450,1997,"Luger,Michael"
0602166,2006,"Veblen,Thomas"
0822155,2008,"Wu,Changshan"
9601763,1997,"Page,Brian"
7469417,1974,
9526636,1995,"Changnon,David"
8713817,1987,"Beaumont,Paul|Isserman,Andrew"
0921131,2009,"Montello,Daniel|Goodchild,Michael|Nuernberger,Andrea"
0333375,2003,"Pandit,Kavita"
680Z768,1968,
0422599,2004,"Kyriakidis,Phaedon"
8112324,1981,"Cox,Kevin"
8400799,1984,"Peuquet,Donna|Smith,Terence"
0225088,2002,"Pickles,John"
8751887,1989,"Mealor,William|Giannangelo,Duane"
8413172,1985,
9304967,1993,"Butzer,Karl"
8207580,1982,"Miller,Warren"
9122058,1992,"Liu,Kam-biu"
9986238,2000,"Pizzuto,James"
0352748,2004,"Swinehart,James|Goble,Ronald|Loope,David"
8920086,1990,"Scofield,Virginia|Siscoe,George|Turco,Richard"
0318209,2003,"Shekhar,Shashi|Gopal,Sucharita|Kolaczyk,Eric"
0095284,2001,"Grimmond,C Susan"
68S1931,1968,
9808070,1998,"Veblen,Thomas|Baker,William"
8025062,1981,"Conzen,Michael"
9415829,1994,"Stern,Paul"
8413044,1985,"Kates,Robert"
8617894,1986,"Schwab,Margo|Hanson,Susan"
7521818,1976,"Fuchs,Roland"
8406162,1984,
8912867,1989,"Burney,David"
9617695,1997,"Onsrud,Harlan"
8603470,1986,"Carleton,Andrew"
9982141,2000,"Freidberg,Susanne"
8610028,1986,"Gabriel,K. Ruben|Changnon,Stanley"
8162286,1981,"Cromley,Robert"
8401387,1984,"Dow,Maynard"
8705591,1987,"Rogers,Andrei"
0723397,2007,"Drever,Anita"
9123832,1992,"Getis,Arthur"
650S756,1965,
9313563,1993,"Perry,John"
8026730,1981,"Dendrinos,Dimitrios"
0327270,2003,"Ratick,Samuel"
8620188,1987,"Jones,John"
9014536,1990,
0502343,2005,"Wasklewicz,Thad"
8750863,1987,"Imperatore,William"
0652141,2006,"Elwood,Sarah"
9205055,1992,
8107666,1981,"Isacks,Bryan|Barazangi,Muawia"
0802799,2008,"Glasmeier,Amy"
8011451,1980,"Durig,James"
0550330,2006,"Horner,Mark"
7466591,1974,
7819825,1978,"Kulm,LaVerne"
0241062,2003,"Diem,Jeremy|Konrad,Charles|Stallins,Jon"
8552338,1985,"McDowell,Theodore"
0418183,2004,"Wright,Richard"
8607435,1986,"Emel,Jacque"
7412711,1974,"Harvey,Milton|Brown,J. Randal"
9906409,1999,"Kalipeni,Ezekiel"
9318096,1994,"Stevens,George|Brown,James"
9050364,1990,"Eastman,J. Ronald|Lewis,Laurence"
0131876,2002,"South,Scott"
0099011,2001,"Travis,David"
9511611,1995,"Shapira,Philip|Paskaleva,Krassimira"
9009297,1990,"Stevenson,Mary|Tilly,Chris|Bluestone,Barry"
9818917,1999,"Dixon,John"
8618417,1987,"Gersmehl,Philip"
9912067,2000,"Smucker,Thomas|Campbell,David"
7355452,1973,
9986338,2000,"Pitlick,John"
7604821,1976,"Vining,Daniel"
9251093,1992,"Barrett,Carol|Kozak,Rita"
9008771,1991,"Hinkel,Kenneth"
8808743,1989,"Domosh,Mona"
0000270,2000,"Hadley,Keith"
9514907,1996,"Golledge,Reginald"
8722181,1987,"Rhind,D.|Goodchild,M.|Tomlinson,R."
9423865,1995,"Stea,David|Blaut,James"
7918988,1979,"Mehlinger,Howard"
0425273,2004,"Wilson,John"
9512398,1996,"Carlson,Robert|Lee,Jay|Heath,Robert|Cabaniss,Stephen"
8721397,1988,"Arnfield,A"
8704050,1987,"Glantz,Michael|Wilhite,Donald"
9820275,1999,"McKnight,Diane|Gupta,Vijay"
7035282,1970,
9900679,1999,"Helfand,Gloria|Brenner,Andrew|Nassauer,Joan|Allan,David"
0848444,2009,"Cooper,Mark|Turner,Matthew"
9111852,1991,"Walsh,Stephen"
0849838,2009,"Usery,E. Lynn|Ren,Fang|Baber,Robert"
8851274,1988,"Gustafson,Glen"
9305503,1993,"Turner,B."
0822182,2008,"Day,Frederick"
8312247,1983,"Hinich,Melvin"
68S2101,1968,
8801781,1988,"Edney,Matthew|Woodward,David"
0339131,2004,"Cowell,C. Mark|Barham,Mary|McCann,Laura|Kaylen,Michael|Rikoon,J. Sanford"
0602206,2006,"Kaiser,Robert"
8514432,1986,"Kohlenberg,Elizabeth R.|Mayer,Jonathan"
66S1066,1966,
0802842,2008,"Clark,Peter"
0719508,2006,"DeOliveira,Victor"
0850548,2009,"Tomback,Diana|Malanson,George|Resler,Lynn"
0924001,2009,"Rey,Sergio|Griffin,Marie|Murray,Alan"
8218796,1983,"Watts,Michael"
8503886,1985,"van Andel,Tjeerd"
9122145,1992,"Esparza,Adrian"
8722464,1988,"Scarpaci,Joseph"
0820487,2008,"Giordano,Alberto"
8921385,1990,"Anselin,Luc"
0921613,2009,"Solis,Patricia"
9422485,1995,"Feldman,Maryann"
0921952,2009,"Munishi,Pantaleo|Olson,Jennifer|Wangui,Elizabeth|Weiner,Daniel|Smucker,Thomas"
8503523,1986,"Rushton,Gerard"
0921688,2009,"Aguirre,Robert|Nyerges,Timothy"
8317513,1984,"Wolpert,Julian"
8316883,1984,"Winston,Victor"
8004731,1980,"Demko,George"
8309786,1983,"Griffith,Daniel"
9905479,1999,"MacPherson,Alan"
8722084,1988,"Chrisman,Nicholas"
8025209,1981,"Honjo,Susumu"
8710002,1987,"Beatty,Susan"
0927821,2009,"Chmara-Huff,Fletcher|Mansfield,Becky"
7620516,1976,"Pitts,Forrest"
0089801,2001,"Gelfand,Alan|Silander,John"
0923898,2009,"Middleton,William"
9511627,1995,"Lapenis,Andrei|Hoffert,Martin"
9014263,1990,"Strahler,Alan"
9311319,1993,"Fernandez,Roberto"
9025009,1991,"Good,Charles"
8900401,1989,"Elliott-Fisk,Deborah"
8215799,1983,"Nastrom,Gregory"
8603787,1986,"Mahaffy,Joseph"
9986541,2000,"Feser,Edward"
0647818,2007,"Domosh,Mona"
8911517,1989,"de Palma,Andre"
0921757,2009,"Stein,Howard|Askew,Kelly"
0452453,2005,"Hart,Roger"
8310591,1983,"Enelow,James"
9104467,1991,
9206725,1992,"McDowell,Patricia"
9321614,1994,"Pulido,Laura"
9615961,1997,"Whitlock,Cathy"
0310935,2003,"Fournier,Eric|Blanchard,Paul|Brown,James|Stiles,Robert|Baber,Robert"
0221053,2002,"Mitchell,Donald"
8410917,1984,"Hewings,Geoffrey J"
6008112,1960,
9619411,1997,"Swetnam,Thomas"
0114395,2001,"Smith,Adrian|Pickles,John"
8909425,1989,"Chang,Williamson  B."
8922196,1990,"Bilsborrow,Richard"
0748813,2008,"Guo,Diansheng"
68E5248,1968,
7907845,1979,"Thompson,Donald|Denevan,William"
8470570,1985,"Hill,A. David"
9811046,1998,"Peluso,Nancy"
0849910,2009,"Goodchild,Michael"
0076284,2000,"de Souza,Anthony"
8300747,1983,"Horel,John"
7621802,1976,"Cohen,Saul"
0726512,2007,"Lam,Nina"
9901080,1999,"Horn,Sally"
8308981,1983,"Fryer,Donald"
7700978,1977,"Bookstein,Fred|Tobler,Waldo"
9205549,1992,
9730067,1998,"Sluyter,Andrew"
8412722,1985,"Mercer,John"
8711869,1987,"Turner,B."
9818667,1999,"Darmody,Robert|Thorn,Colin"
9123291,1992,"Silver,Hilary|White,Michael"
0323139,2003,"Flessa,Karl"
0522062,2005,"Walker,Robert|Qi,Jiaguo|Simmons,Cynthia"
8552384,1986,"Lanegran,David"
8014232,1980,"Wolpert,Julian|Reiner,Thomas"
0822799,2008,"Arima,Eugenio"
0727443,2007,"Holloway,Steven"
9709847,1997,"Wu,Weiping"
7727701,1978,"Welch,Roy|Pannell,Clifton"
9709810,1997,"Malanson,George"
9906418,1999,"Pinon,Marites|Stea,David"
0418553,2004,"Ellis,Mark"
0243102,2003,"Walker,Robert"
8513759,1985,"Baumann,Duane"
9900910,1999,"Pred,Allan"
0117806,2001,"Young,Kenneth|Knapp,Gregory"
0117366,2001,"Veblen,Thomas"
0095796,2001,"Band,Lawrence"
0617953,2006,"Willott,Elizabeth|Jones,John|Comrie,Andrew|Robbins,Paul"
0752936,2008,"Caviglia-Harris,Jill"
9405247,1994,"Haskell,Edwin|Currey,Donald"
9412592,1994,"Obermeyer,Nancy"
0425225,2004,"Holloway,Steven"
9508137,1995,"Harden,Carol"
0703387,2007,"Monmonier,Mark|Mountz,Alison"
8606436,1986,"Airriess,Chris|Leinbach,Thomas"
9405198,1994,"Schaetzl,Randall"
9001104,1990,"Balek,Cynthia|Johnson,Donald"
8712881,1987,"Wilson,John"
9014589,1990,"Harley,John Brian"
0726797,2007,"Crews,Kelley"
0302603,2003,"Glasmeier,Amy"
9709914,1997,"Glasmeier,Amy"
0843940,2009,"Warren,William"
8309008,1983,"Anselin,Luc"
0826465,2008,"Pearson,Amber|Mayer,Jonathan"
7623917,1977,"Morrill,Richard"
8109662,1981,"Horiba,Yutaka"
8722811,1988,"Milton,Nancy"
9206716,1992,
9618343,1997,"Chakravorty,Sanjoy"
0525938,2005,"Scott,Allen"
8815412,1988,"Barry,Roger"
9406272,1994,"Taylor,Alan"
9729409,1997,"Karelis,Charles"
0107607,2001,"Power,Helen"
9320126,1994,"Miller,Harvey"
0623229,2006,"Crews,Kelley|Crews,Kelley|Young,Kenneth"
9320819,1994,"Bilsborrow,Richard"
8017631,1980,"Conklin,George"
8216620,1983,"Dendrinos,Dimitrios"
0351058,2004,"Gamper-Rabindran,Shanti"
9210093,1992,"Ventura,Stephen|McSweeney,Kevin"
9508433,1995,"Zimmerer,Karl"
8812929,1988,"Henderson,Floyd"
9906617,1999,"Beatty,Susan"
7466577,1974,
9250310,1992,"Holz,Robert|Foote,Kenneth"
0095205,2001,"Peet,Richard|Angel,David"
0099123,2001,"Mohai,Paul"
67S1451,1967,
7420006,1974,"Wolpert,Julian"
7907215,1979,"Miller,Ronald|Blair,Peter"
7822018,1979,"Blouet,Brian"
9901026,1999,"Malecki,Edward"
8713043,1987,"Smith,Neil"
8907868,1989,"O hUallachain,Breandan"
0854738,2008,"Lin,Ge"
9415106,1995,"Blad,Blaine|Hoffman,Glenn"
8518426,1986,"Graf,William"
9322558,1994,"Abler,Ronald"
9304644,1993,
8412028,1984,"Craumer,Peter|Lewis,Robert"
9980419,2000,"Granger,Darryl"
0000280,2000,"Mutersbaugh,Tad"
0554925,2005,"Wikle,Thomas|Pike,Lynn|Morrow,Betty|Phillips,Brenda"
9710073,1997,"Momsen,Janet"
8809392,1988,"Grofman,Bernard"
8703742,1987,"Isserman,Andrew"
0101269,2001,"Caine,T. Nelson"
9906626,1999,"Oberhauser,Ann"
0603172,2006,"Courtenay,William|Ostergren,Robert"
8910257,1989,"Leslie,Stuart|Schoenberger,Erica|Kargon,Robert"
9617800,1997,"Pavlowsky,Robert|Lecce,Scott"
9508193,1995,"Zimmerer,Karl"
0101100,2001,"Hepner,George"
8921919,1990,"Grimmond,C Susan"
9020815,1991,"Steila,Donald"
9802043,1998,"Getis,Arthur"
68S1773,1968,
0002695,2000,"Black,William"
9975557,1999,"Smith,Barry|Mark,David"
0703244,2007,"Graf,William"
7715429,1977,"Stone,Kirk"
8412928,1984,"Gray,Arnold|Turner,B."
8121305,1982,"Wheaton,William"
9819003,1998,"Gares,Paul"
9711262,1997,"Watts,Michael"
0327609,2003,"Taylor,Holly"
8822208,1989,"Florida,Richard"
9410612,1994,"Anselin,Luc"
9218790,1994,"Fulker,David"
8520093,1986,"Yarnal,Brenton"
9630999,1996,"MacDonald,Glen"
9404700,1994,"Brazel,Anthony"
9422355,1995,"Robeson,Scott"
8106955,1981,"Persky,Joseph"
9810144,1998,"Kammen,Daniel|Naughton,Lisa"
7925630,1980,"Clark,William A"
